player_name,player_mu,player_sigma,teammate_name,teammate_mu,teammate_sigma,mu_spread,label
TwoPhat#OC,38.55,3.09,H  ngM  n#OC,37.99,2.72,115,
TwoPhat#OC,38.55,3.09,aea#2141,39.07,2.91,115,
TwoPhat#OC,41.32,3.14,The Beard#GOD,53.73,2.15,115,
TwoPhat#OC,41.32,3.14,The Beard#GOD,53.73,2.15,115,
TwoPhat#OC,41.32,3.14,The Beard#GOD,53.73,2.15,115,
TwoPhat#OC,39.49,3.16,Racing Kha#OC,49.15,1.69,115,
TwoPhat#OC,34.33,3.30,The Beard#GOD,52.48,2.17,115,
TwoPhat#OC,34.33,3.30,The Beard#GOD,52.48,2.17,115,
TwoPhat#OC,34.33,3.30,The Beard#GOD,52.48,2.17,115,
TwoPhat#OC,34.33,3.30,The Beard#GOD,52.48,2.17,115,
TwoPhat#OC,34.33,3.30,Rocka#OC,40.39,2.76,115,
TwoPhat#OC,34.33,3.30,Philosophy#Phi,27.98,4.97,115,
TwoPhat#OC,34.33,3.30,Philosophy#Phi,27.98,4.97,115,
TwoPhat#OC,33.89,3.32,The Beard#GOD,51.18,2.24,115,
TwoPhat#OC,32.48,3.36,SHAN 6#OC,32.23,1.89,115,
TwoPhat#OC,32.48,3.36,Azrael Ruin#Envoy,31.33,2.59,115,
TwoPhat#OC,33.57,3.54,iluvazz#kekxd,45.68,2.62,115,
TwoPhat#OC,33.57,3.54,SenorN#OC,41.39,3.42,115,
TwoPhat#OC,33.57,3.54,Taven#3342,35.31,1.97,115,
TwoPhat#OC,33.57,3.54,Tower Diving Y0U#OC,38.20,1.97,115,
TwoPhat#OC,33.57,3.54,The Beard#GOD,52.35,2.34,115,
TwoPhat#OC,33.57,3.54,The Beard#GOD,52.35,2.34,115,
TwoPhat#OC,33.57,3.54,The Beard#GOD,52.35,2.34,115,
TwoPhat#OC,34.24,3.63,The Beard#GOD,51.70,2.36,115,
TwoPhat#OC,34.24,3.63,The Beard#GOD,51.70,2.36,115,
TwoPhat#OC,34.24,3.63,Jessus#OC,50.74,2.56,115,
TwoPhat#OC,38.39,3.69,mzshin8989#OC,45.11,2.70,115,
TwoPhat#OC,38.39,3.69,RustyLovin#OC,37.16,2.50,115,
TwoPhat#OC,34.17,3.74,CyncreVuar#OCWE,39.97,4.08,115,
TwoPhat#OC,35.58,3.81,Yatouguai#9988,45.05,2.56,115,
TwoPhat#OC,35.58,3.81,wolfghost515#OC,34.66,2.86,115,
TwoPhat#OC,32.86,3.91,chubbyboy#OC,44.98,4.07,115,
TwoPhat#OC,32.86,3.91,CadeMeuPapai#CMPP,22.05,7.20,115,
TwoPhat#OC,34.74,3.94,u have cute toes#feet,31.30,3.89,115,
TwoPhat#OC,36.18,4.30,Philosophy#Phi,31.36,6.66,115,
TwoPhat#OC,36.18,4.30,Philosophy#Phi,31.36,6.66,115,
TwoPhat#OC,36.18,4.30,Philosophy#Phi,31.36,6.66,115,
TwoPhat#OC,36.18,4.30,seulsus#4345,39.56,3.46,115,
TwoPhat#OC,36.18,4.30,阿拉胡阿克巴#指针倒转,41.61,3.07,115,
TwoPhat#OC,36.18,4.30,TęęK#OC,35.78,3.20,115,
TwoPhat#OC,46.50,4.59,The Beard#GOD,42.55,3.66,115,
TwoPhat#OC,46.50,4.59,The Beard#GOD,42.55,3.66,115,
TwoPhat#OC,46.50,4.59,The Beard#GOD,42.55,3.66,115,
TwoPhat#OC,46.50,4.59,The Beard#GOD,42.55,3.66,115,
TwoPhat#OC,39.05,5.12,Philosophy#Phi,25,8.3333333333333333,115,
TwoPhat#OC,39.05,5.12,Philosophy#Phi,25,8.3333333333333333,115,
TwoPhat#OC,39.05,5.12,Philosophy#Phi,25,8.3333333333333333,115,
TwoPhat#OC,39.05,5.12,Vaks#OC,36.88,4.47,115,
TwoPhat#OC,30.97,5.62,UwUrawr#OC,25,8.3333333333333333,115,
TwoPhat#OC,30.97,5.62,DJ Toenail#GOD,47.15,4.92,115,
TwoPhat#OC,30.97,5.62,DJ Toenail#GOD,47.15,4.92,115,
TwoPhat#OC,28.05,6.60,Squirrel#UwU,25,8.3333333333333333,115,
TwoPhat#OC,28.05,6.60,cbf#OC,27.94,4.57,115,
TwoPhat#OC,28.05,6.60,cbf#OC,27.94,4.57,115,
TwoPhat#OC,28.05,6.60,cbf#OC,27.94,4.57,115,
TwoPhat#OC,37.91,7.37,S p2p#oc,36.80,6.78,115,
TwoPhat#OC,37.91,7.37,168 cm n 80 D#OC,33.88,5.71,115,
TwoPhat#OC,34.75,7.81,The Beard#GOD,38.45,6.04,115,
TwoPhat#OC,25,8.3333333333333333,The Beard#GOD,34.64,7.13,115,
